Value1,Value2,Value3,Value4,Value5,Value6,attackerType
0,0,-9.74,-9.98,13.95,2.34,1
1848.52,1784.26,-9.71,-9.95,13.9,2.34,0
0,0,-9.69,-9.93,13.87,2.34,1
0,0,-9.74,-9.98,13.95,2.34,1
1884.91,1816.82,-9.76,-10.01,13.98,2.34,0
2193,15381,-9.71,-9.95,13.91,2.34,2
1913.53,1846.15,-9.77,-10.01,13.99,2.34,0
1928.48,1861.47,-9.78,-10.02,14,2.34,0
0,0,-9.99,-9.71,13.93,2.37,1
1960.43,1893.02,-9.97,-9.69,13.9,2.37,0
1850.35,1781.39,-10.12,-9.61,13.95,2.38,3
1838.79,1774.29,-9.72,-9.96,13.91,2.34,0
2149,11783,-9.71,-9.95,13.91,2.34,2
2255.11,2286.14,-9.69,-9.93,13.87,2.34,4
1875.18,1806.85,-9.7,-9.94,13.89,2.34,0
2019.81,2179.85,-9.7,-9.94,13.89,2.34,4
1903.79,1836.17,-9.72,-9.96,13.92,2.34,0
1918.75,1851.5,-9.76,-10,13.97,2.34,0
0,0,-9.73,-9.97,13.93,2.34,1
1950.45,1883.31,-10.01,-9.73,13.96,2.37,0
1840.25,1771.79,-10.08,-9.58,13.91,2.38,3
1828.87,1764.53,-10.08,-9.57,13.9,2.38,0
1908,11579,-9.69,-9.93,13.87,2.34,2
1870.38,1806.17,-9.77,-10.01,13.98,2.34,3
1865.44,1796.87,-9.73,-9.97,13.93,2.34,0
1900.08,1831.87,-9.76,-10,13.97,2.34,3
1894.05,1826.19,-9.77,-10.01,13.98,2.34,0
1909.02,1841.53,-9.72,-9.96,13.92,2.34,0
2059.1,2313,-9.74,-9.98,13.94,2.34,4
1940.46,1873.6,-9.95,-9.67,13.88,2.37,0
2195,18842,-10.07,-9.57,13.89,2.38,2
1818.77,1754.94,-10.06,-9.55,13.87,2.38,0
1852.03,1782.98,-10.08,-9.57,13.9,2.38,3
0,0,-9.72,-9.96,13.91,2.34,1
1855.71,1786.9,-9.71,-9.95,13.9,2.34,0
1890.34,1821.9,-9.78,-10.02,14,2.34,3
1884.33,1816.23,-9.76,-10.01,13.98,2.34,0
1899.29,1831.56,-9.74,-9.98,13.95,2.34,0
2367.36,2311.03,-9.77,-10.02,14,2.34,4
1930.66,1863.71,-9.72,-9.96,13.91,2.34,0
2259.16,1996.44,-9.95,-9.75,13.93,2.37,4
1808.66,1745.34,-10.14,-9.63,13.99,2.38,0
1841.92,1773.38,-10.13,-9.62,13.97,2.38,3
1392,18689,-10.07,-9.57,13.89,2.38,2
1845.98,1776.94,-9.71,-9.95,13.91,2.34,0
1880.62,1811.93,-9.71,-9.95,13.9,2.34,3
1874.59,1806.25,-9.75,-9.99,13.96,2.34,0
1889.55,1821.58,-9.71,-9.96,13.91,2.34,0
0,0,-9.73,-9.97,13.93,2.34,1
1920.92,1853.72,-9.69,-9.93,13.87,2.34,0
2210.2,1876.68,-9.91,-9.71,13.87,2.37,4
1798.69,1735.62,-9.97,-9.77,13.96,2.37,0
2447,15969,-10.08,-9.57,13.9,2.38,2
0,0,-10.1,-9.59,13.93,2.38,1
1836.23,1766.97,-9.78,-9.86,13.89,2.35,0
2326.89,2266.96,-9.7,-9.94,13.88,2.34,4
1864.86,1796.28,-9.75,-9.99,13.96,2.34,0
1879.81,1811.6,-9.71,-9.95,13.9,2.34,0
2063.9,1888.09,-9.7,-9.94,13.89,2.34,4
1911.2,1843.77,-9.69,-9.93,13.87,2.34,0
0,0,-9.92,-9.73,13.89,2.37,1
1788.73,1725.86,-9.96,-9.76,13.94,2.37,0
2171.81,2007.06,-9.98,-9.78,13.97,2.37,4
2161,10644,-10.12,-9.61,13.95,2.38,2
1826.12,1757.37,-10.12,-9.62,13.96,2.38,0
0,0,-9.72,-9.96,13.92,2.34,1
1855.12,1786.3,-9.74,-9.99,13.95,2.34,0
1870.07,1801.62,-9.73,-9.97,13.94,2.34,0
2435,15440,-9.73,-9.97,13.93,2.34,2
1901.48,1833.8,-9.7,-9.94,13.89,2.34,0
0,0,-9.92,-9.73,13.89,2.37,1
1778.77,1716.1,-9.98,-9.79,13.98,2.37,0
2084.84,1982.29,-9.94,-9.74,13.91,2.37,4
0,0,-9.93,-9.73,13.9,2.37,1
1816.02,1747.78,-10.07,-9.56,13.89,2.38,0
2203.22,2149.21,-10.11,-9.6,13.94,2.38,4
1845.39,1776.32,-9.78,-10.02,14,2.34,0
1860.35,1791.65,-9.73,-9.97,13.93,2.34,0
1896.43,1828.14,-9.69,-9.93,13.88,2.34,3
1891.75,1823.83,-9.74,-9.98,13.94,2.34,0
1780.36,1713.44,-9.94,-9.74,13.92,2.37,3
1768.82,1706.35,-9.98,-9.78,13.98,2.37,0
1801.9,1734.54,-9.91,-9.71,13.88,2.37,3
0,0,-9.99,-9.79,13.98,2.37,1
1805.98,1738.14,-9.92,-9.73,13.9,2.37,0
1196,15762,-10.14,-9.63,13.98,2.38,2
1835.61,1766.38,-9.92,-9.74,13.9,2.37,0
1850.61,1781.68,-9.72,-9.96,13.92,2.34,0
791,14931,-9.74,-9.98,13.95,2.34,2
1882.01,1813.86,-9.75,-9.99,13.96,2.34,0
2090.41,1844.69,-9.91,-9.71,13.88,2.37,4
1758.86,1696.59,-9.97,-9.77,13.95,2.37,0
0,0,-9.95,-9.75,13.92,2.37,1
0,0,-9.96,-9.77,13.95,2.37,1
1796.03,1728.4,-9.93,-9.73,13.9,2.37,0
0,0,-10.07,-9.56,13.89,2.38,1
1825.5,1756.78,-10.08,-9.57,13.9,2.38,0
1840.88,1771.7,-9.77,-10.01,13.99,2.34,0
1116,12802,-9.76,-10.01,13.98,2.34,2
1872.28,1803.88,-9.76,-10.01,13.98,2.34,0
1774.47,2147.94,-9.93,-9.74,13.91,2.37,4
1748.92,1686.85,-9.92,-9.73,13.89,2.37,0
2243.98,1932.03,-9.96,-9.76,13.94,2.37,4
1818.74,2036.23,-9.91,-9.71,13.88,2.37,4
1786.08,1718.64,-9.95,-9.75,13.94,2.37,0
1914.03,2163.29,-9.95,-9.75,13.93,2.37,4
1815.39,1747.18,-10.1,-9.59,13.93,2.38,0
1830.93,1761.94,-10.12,-9.61,13.95,2.38,0
2222.23,1873.21,-9.76,-10,13.98,2.34,4
1862.54,1793.9,-9.73,-9.97,13.93,2.34,0
1750.51,1684.18,-9.97,-9.77,13.96,2.37,3
1738.99,1677.12,-9.92,-9.72,13.89,2.37,0
2185,14434,-9.92,-9.73,13.9,2.37,2
2207.79,1856.48,-9.96,-9.76,13.94,2.37,4
1776.12,1708.88,-9.92,-9.72,13.89,2.37,0
1811.06,1743.52,-9.91,-9.71,13.88,2.37,3
1805.35,1737.53,-9.93,-9.73,13.9,2.37,0
1820.84,1752.36,-10.1,-9.6,13.94,2.38,0
1176,12056,-9.72,-9.96,13.91,2.34,2
1852.81,1783.93,-9.69,-9.93,13.87,2.34,0
0,0,-9.99,-9.79,13.98,2.37,1
1729.04,1667.37,-9.93,-9.73,13.91,2.37,0
1762.08,1695.52,-9.92,-9.72,13.89,2.37,3
0,0,-9.92,-9.72,13.88,2.37,1
1766.17,1699.13,-9.92,-9.72,13.89,2.37,0
1736,19379,-9.98,-9.78,13.97,2.37,2
1795.4,1727.77,-9.97,-9.77,13.96,2.37,0
1810.74,1742.76,-10.11,-9.6,13.94,2.38,0
2136.43,2035.61,-10.15,-9.64,13.99,2.38,4
1843.07,1773.95,-9.74,-9.99,13.95,2.34,0
1730.59,1664.66,-9.97,-9.77,13.96,2.37,3
1719.09,1657.62,-9.93,-9.74,13.91,2.37,0
1756.12,1771.76,-9.93,-9.73,13.91,2.37,4
1069,13828,-9.99,-9.79,13.99,2.37,2
1756.21,1689.37,-9.91,-9.72,13.88,2.37,0
1016,19006,-9.94,-9.74,13.91,2.37,2
1785.45,1718.02,-9.95,-9.75,13.94,2.37,0
1800.76,1733.02,-9.92,-9.72,13.89,2.37,0
1245,17319,-10.08,-9.57,13.9,2.38,2
1833.21,1764.1,-10.11,-9.6,13.94,2.38,0
1720.63,1654.9,-9.94,-9.74,13.92,2.37,3
1709.14,1647.86,-9.91,-9.72,13.88,2.37,0
1733.17,2073,-9.92,-9.72,13.89,2.37,4
1467,13066,-9.93,-9.73,13.9,2.37,2
1746.27,1679.62,-9.97,-9.77,13.96,2.37,0
1781.19,1714.25,-9.92,-9.72,13.89,2.37,3
1775.49,1708.26,-9.96,-9.76,13.94,2.37,0
1790.8,1723.27,-10,-9.8,14,2.37,0
1827.24,1759.37,-9.94,-9.74,13.92,2.37,3
1823.09,1754.49,-10.1,-9.59,13.93,2.38,0
1079,11619,-9.93,-9.73,13.9,2.37,2
1699.2,1638.12,-9.93,-9.73,13.9,2.37,0
1732.21,1666.25,-9.95,-9.75,13.94,2.37,3
1741,1679.48,-9.95,-9.75,13.93,2.37,3
1736.32,1669.87,-9.94,-9.74,13.92,2.37,0
1771.25,1704.51,-9.93,-9.73,13.9,2.37,3
1765.54,1698.51,-9.98,-9.78,13.97,2.37,0
1780.84,1713.51,-9.93,-9.73,13.9,2.37,0
0,0,-9.99,-9.79,13.99,2.37,1
1813,1744.91,-10.12,-9.61,13.95,2.38,0
0,0,-9.98,-9.79,13.98,2.37,1
1689.24,1628.36,-9.91,-9.71,13.87,2.37,0
0,0,-9.93,-9.73,13.91,2.37,1
608,17923,-9.96,-9.76,13.94,2.37,2
1726.36,1660.12,-9.97,-9.77,13.96,2.37,0
631,15159,-9.96,-9.76,13.94,2.37,2
1755.58,1688.75,-9.95,-9.75,13.93,2.37,0
1770.89,1703.76,-9.93,-9.74,13.91,2.37,0
227,19554,-9.91,-9.72,13.88,2.37,2
1802.99,1735.22,-9.96,-9.76,13.95,2.37,0
0,0,-9.91,-9.71,13.87,2.37,1
1679.29,1618.61,-9.92,-9.73,13.9,2.37,0
1712.3,1646.73,-9.97,-9.77,13.96,2.37,3
0,0,-9.97,-9.77,13.97,2.37,1
1716.41,1650.36,-9.95,-9.75,13.93,2.37,0
1797.35,1847,-9.92,-9.72,13.89,2.37,4
1745.63,1679,-9.93,-9.73,13.91,2.37,0
1760.95,1694.01,-9.93,-9.73,13.9,2.37,0
1797.38,1730.12,-9.94,-9.74,13.92,2.37,3
1793.05,1725.47,-9.98,-9.78,13.97,2.37,0
1926.8,2006.86,-9.95,-9.75,13.93,2.37,4
1669.35,1608.86,-9.98,-9.78,13.98,2.37,0
1984.34,1815.97,-9.93,-9.73,13.91,2.37,4
0,0,-9.98,-9.78,13.98,2.37,1
1706.47,1640.62,-9.92,-9.72,13.89,2.37,0
231,14708,-9.93,-9.73,13.91,2.37,2
1735.69,1669.25,-9.93,-9.73,13.91,2.37,0
1751.01,1684.27,-9.91,-9.71,13.87,2.37,0
0,0,-9.91,-9.72,13.88,2.37,1
1783.11,1715.73,-9.91,-9.71,13.88,2.37,0
1115,16127,-9.99,-9.79,13.98,2.37,2
1659.4,1599.11,-9.94,-9.74,13.92,2.37,0
1049,17461,-9.94,-9.74,13.91,2.37,2
1834,12418,-9.96,-9.76,13.94,2.37,2
1696.52,1630.87,-9.99,-9.79,13.99,2.37,0
0,0,-9.94,-9.74,13.92,2.37,1
1725.73,1659.49,-9.92,-9.72,13.88,2.37,0
1741.04,1674.51,-9.99,-9.79,13.99,2.37,0
2119.48,1707.61,-9.99,-9.79,13.99,2.37,4
1773.15,1705.97,-9.99,-9.79,13.99,2.37,0
2273,10065,-9.92,-9.72,13.89,2.37,2
1649.43,1589.34,-9.99,-9.79,13.98,2.37,0
0,0,-9.95,-9.75,13.93,2.37,1
1691.26,1630.74,-9.93,-9.73,13.9,2.37,3
1686.56,1621.11,-9.99,-9.79,13.98,2.37,0
998,18389,-9.98,-9.78,13.97,2.37,2
1715.77,1649.73,-9.99,-9.79,13.98,2.37,0
1731.1,1664.76,-9.94,-9.75,13.92,2.37,0
0,0,-9.91,-9.71,13.87,2.37,1
1763.19,1696.21,-9.99,-9.79,13.99,2.37,0
1880.94,1577.6,-9.97,-9.78,13.97,2.37,4
1639.49,1579.61,-9.93,-9.73,13.9,2.37,0
1672.48,1607.71,-9.95,-9.76,13.94,2.37,3
1970.32,1771,-9.99,-9.79,13.99,2.37,4
1676.61,1611.36,-9.99,-9.79,13.99,2.37,0
1835.55,1690,-9.95,-9.76,13.94,2.37,4
1705.81,1639.97,-9.95,-9.75,13.94,2.37,0
1721.15,1655.01,-9.97,-9.77,13.95,2.37,0
0,0,-9.96,-9.76,13.94,2.37,1
1753.24,1686.46,-9.94,-9.74,13.91,2.37,0
2002.99,1640.85,-9.91,-9.71,13.87,2.37,4
1629.53,1569.84,-9.98,-9.78,13.97,2.37,0
1071,10647,-9.96,-9.76,13.94,2.37,2
0,0,-9.96,-9.76,13.94,2.37,1
1666.64,1601.58,-9.98,-9.78,13.98,2.37,0
0,0,-9.97,-9.77,13.95,2.37,1
1695.86,1630.22,-9.94,-9.74,13.92,2.37,0
1711.2,1645.26,-9.94,-9.74,13.91,2.37,0
2047.66,1949.39,-9.91,-9.72,13.88,2.37,4
1743.3,1676.72,-9.97,-9.77,13.95,2.37,0
573,10689,-9.8,-9.9,13.93,2.35,2
1619.56,1560.08,-9.94,-9.74,13.91,2.37,0
1652.54,1588.17,-9.91,-9.71,13.87,2.37,3
1971,14352,-9.94,-9.74,13.92,2.37,2
1656.68,1591.83,-10,-9.8,14,2.37,0
1691.63,1626.48,-9.97,-9.77,13.96,2.37,3
1685.9,1620.47,-10,-9.8,14,2.37,0
1701.24,1635.5,-9.99,-9.79,13.98,2.37,0
0,0,-9.92,-9.72,13.89,2.37,1
1733.33,1666.95,-9.99,-9.79,13.98,2.37,0
1756.38,1643.17,-9.77,-9.86,13.88,2.35,4
1609.76,1550.32,-9.84,-9.93,13.97,2.35,0
2420,13133,-9.93,-9.73,13.9,2.37,2
1651.48,1591.75,-9.98,-9.78,13.97,2.37,3
1646.72,1582.06,-9.97,-9.77,13.96,2.37,0
1871.67,1957.72,-10,-9.8,14,2.37,4
1675.95,1610.71,-9.96,-9.76,13.95,2.37,0
1691.29,1625.75,-9.95,-9.76,13.94,2.37,0
1862.75,1697.88,-9.99,-9.79,13.98,2.37,4
1723.39,1657.2,-9.97,-9.77,13.96,2.37,0
1611.56,1547.26,-9.81,-9.9,13.94,2.35,3
1599.96,1540.42,-9.82,-9.92,13.96,2.35,0
1632.8,1568.69,-9.8,-9.9,13.93,2.35,3
1641.54,1582.02,-9.93,-9.73,13.9,2.37,3
1636.78,1572.32,-9.95,-9.75,13.93,2.37,0
0,0,-9.99,-9.79,13.99,2.37,1
1666,1600.96,-9.93,-9.73,13.9,2.37,0
1681.34,1615.99,-9.98,-9.78,13.97,2.37,0
0,0,-9.97,-9.77,13.96,2.37,1
1713.43,1647.45,-9.94,-9.74,13.92,2.37,0
681,17606,-9.8,-9.89,13.92,2.35,2
1590.16,1530.53,-9.8,-9.89,13.92,2.35,0
0,0,-9.84,-9.93,13.98,2.35,1
1631.71,1572.29,-9.78,-9.87,13.9,2.35,3
1626.82,1562.57,-9.91,-9.72,13.88,2.37,0
2104,13450,-9.91,-9.71,13.87,2.37,2
1656.04,1591.2,-9.95,-9.75,13.94,2.37,0
1671.38,1606.24,-9.98,-9.78,13.97,2.37,0
635,13715,-9.93,-9.73,13.9,2.37,2
1703.49,1637.7,-9.94,-9.75,13.92,2.37,0
1799.92,1670.43,-9.85,-9.94,13.99,2.35,4
1580.36,1520.65,-9.83,-9.92,13.97,2.35,0
958,10777,-9.81,-9.91,13.94,2.35,2
2442,19042,-9.78,-9.87,13.9,2.35,2
1616.96,1552.89,-9.95,-9.79,13.96,2.36,0
1800.82,1578.46,-9.98,-9.78,13.97,2.37,4
1646.08,1581.44,-9.93,-9.73,13.91,2.37,0
1661.43,1596.48,-9.92,-9.72,13.89,2.37,0
0,0,-9.99,-9.79,13.98,2.37,1
1693.54,1627.95,-9.91,-9.71,13.88,2.37,0
1574.1,1911.51,-9.77,-9.87,13.89,2.35,4
1570.57,1510.76,-9.79,-9.88,13.9,2.35,0
0,0,-9.79,-9.89,13.92,2.35,1
0,0,-9.85,-9.94,13.99,2.35,1
1607.13,1542.97,-9.83,-9.93,13.97,2.35,0
1885.87,1754.72,-9.91,-9.71,13.87,2.37,4
1636.14,1571.7,-9.92,-9.72,13.89,2.37,0
1651.49,1586.74,-9.98,-9.78,13.98,2.37,0
1698.94,1760.87,-9.95,-9.75,13.93,2.37,4
1683.6,1618.21,-9.96,-9.76,13.94,2.37,0
1571.66,1508.25,-10.5,-9.08,13.88,2.43,3
1560.78,1500.87,-9.81,-9.91,13.94,2.35,0
0,0,-9.79,-9.88,13.91,2.35,1
1602.32,1542.62,-9.8,-9.9,13.93,2.35,3
1597.31,1533.05,-9.78,-9.87,13.89,2.35,0
1349,18233,-9.83,-9.92,13.96,2.35,2
1626.19,1561.95,-9.99,-9.79,13.98,2.37,0
1641.54,1576.99,-9.96,-9.76,13.95,2.37,0
1543,11991,-9.91,-9.72,13.88,2.37,2
1673.63,1608.44,-9.91,-9.72,13.88,2.37,0
0,0,-10.52,-9.1,13.9,2.43,1
1550.44,1491.54,-10.53,-9.11,13.92,2.43,0
2056.72,1879.15,-9.76,-9.86,13.87,2.35,4
663,17985,-9.77,-9.87,13.89,2.35,2
1587.49,1523.14,-9.83,-9.92,13.97,2.35,0
1619.98,1560.45,-9.76,-9.86,13.87,2.35,3
1614.01,1554.61,-13.74,2.27,13.93,-2.98,0
1631.57,1567.22,-9.91,-9.71,13.88,2.37,0
1668.05,1603.37,-9.92,-9.72,13.89,2.37,3
1663.68,1598.69,-9.94,-9.74,13.91,2.37,0
0,0,-10.49,-9.08,13.88,2.43,1
1539.91,1482.44,-10.54,-9.12,13.94,2.43,0
869,16295,-10.53,-9.11,13.92,2.43,2
1798.73,1947.85,-9.81,-9.9,13.94,2.35,4
1577.66,1513.23,-9.79,-9.88,13.91,2.35,0
1998,13949,-9.8,-9.89,13.92,2.35,2
1604.21,1544.72,-9.8,-9.89,13.92,2.35,0
1621.63,1557.48,-9.93,-9.73,13.9,2.37,0
0,0,-9.93,-9.73,13.9,2.37,1
1653.73,1588.94,-9.91,-9.71,13.88,2.37,0
2294,19633,-10.56,-9.13,13.96,2.43,2
1529.41,1473.35,-10.52,-9.1,13.91,2.43,0
1849.85,1958.62,-10.55,-9.12,13.95,2.43,4
2329,10436,-10.58,-9.15,13.99,2.43,2
1567.86,1503.33,-9.77,-9.86,13.89,2.35,0
2357,18795,-9.82,-9.91,13.96,2.35,2
1594.42,1534.83,-9.79,-9.88,13.91,2.35,0
1611.84,1547.73,-9.82,-9.92,13.96,2.35,0
1648.14,1583.86,-9.98,-9.78,13.98,2.37,3
1643.77,1579.18,-9.96,-9.76,13.95,2.37,0
1788.46,1925.75,-10.54,-9.12,13.94,2.43,4
1518.89,1464.25,-10.53,-9.11,13.93,2.43,0
1552.3,1491.5,-10.57,-9.14,13.97,2.43,3
1087,12392,-10.54,-9.12,13.94,2.43,2
1557.86,1493.61,-10.49,-9.08,13.88,2.43,0
1590.62,1530.81,-9.77,-9.87,13.89,2.35,3
1584.63,1524.95,-9.85,-9.95,14,2.35,0
1602.03,1537.82,-9.84,-9.93,13.98,2.35,0
0,0,-9.97,-9.77,13.96,2.37,1
1633.82,1569.42,-9.95,-9.75,13.92,2.37,0
1711.46,1739.22,-11.37,-8.01,13.91,2.53,4
1508.37,1455.16,-10.5,-9.08,13.88,2.43,0
0,0,-10.51,-9.09,13.9,2.43,1
1551.49,1495.15,-10.53,-9.11,13.92,2.43,3
1547.29,1484.47,-10.52,-9.1,13.9,2.43,0
2054.84,1951.94,-9.83,-9.92,13.96,2.35,4
1574.83,1515.06,-9.79,-9.89,13.92,2.35,0
1592.22,1527.92,-9.82,-9.92,13.96,2.35,0
2476,16391,-9.77,-9.86,13.88,2.35,2
1623.87,1559.67,-9.98,-9.78,13.97,2.37,0
0,0,-11.37,-8.01,13.91,2.53,1
1497.46,1446.53,-11.45,-8.06,14,2.53,0
1531.2,1473.25,-10.53,-9.11,13.92,2.43,3
0,0,-10.56,-9.13,13.96,2.43,1
1536.75,1475.34,-10.59,-9.16,14,2.43,0
1922.52,1937.62,-10.51,-9.09,13.9,2.43,4
1567.23,1502.7,-9.83,-9.92,13.97,2.35,0
1582.41,1518.02,-9.78,-9.87,13.89,2.35,0
470,15811,-9.78,-9.87,13.9,2.35,2
1614.04,1549.95,-9.78,-9.87,13.89,2.35,0
0,0,-11.43,-8.06,13.99,2.53,1
1486.08,1438.52,-11.35,-7.99,13.88,2.53,0
2079,11255,-11.42,-8.05,13.97,2.53,2
1651,15932,-10.53,-9.1,13.92,2.43,2
1526.2,1466.22,-10.57,-9.14,13.98,2.43,0
2021.98,1800.5,-10.58,-9.15,13.98,2.43,4
1557.19,1493.03,-10.5,-9.08,13.89,2.43,0
1572.58,1508.1,-9.79,-9.89,13.92,2.35,0
1767.77,1828.44,-9.77,-9.86,13.88,2.35,4
1604.22,1540.04,-9.81,-9.9,13.94,2.35,0
1706.25,1713.11,-11.34,-7.99,13.87,2.53,4
1474.7,1430.5,-11.38,-8.01,13.91,2.53,0
0,0,-11.37,-8.01,13.9,2.53,1
656,15059,-11.42,-8.04,13.96,2.53,2
1515.63,1457.08,-10.57,-9.14,13.97,2.43,0
1799.47,1578.41,-10.55,-9.12,13.95,2.43,4
1546.64,1483.9,-10.49,-9.08,13.87,2.43,0
1562.75,1498.18,-9.84,-9.93,13.98,2.35,0
1598.95,1534.53,-9.82,-9.91,13.95,2.35,3
1594.4,1530.12,-9.83,-9.92,13.96,2.35,0
1472.85,1431.08,-11.41,-8.04,13.96,2.53,3
1463.33,1422.49,-11.34,-7.99,13.87,2.53,0
0,0,-11.41,-8.04,13.96,2.53,1
312,14986,-11.43,-8.05,13.98,2.53,2
1505.08,1447.95,-10.51,-9.09,13.9,2.43,0
1925.02,1604.74,-10.5,-9.08,13.88,2.43,4
1536.09,1474.77,-10.53,-9.11,13.93,2.43,0
1552.37,1488.86,-10.51,-9.09,13.89,2.43,0
1589.12,1524.6,-9.77,-9.86,13.89,2.35,3
1584.57,1520.2,-9.85,-9.94,13.99,2.35,0
0,0,-12.61,-5.95,13.95,2.7,1
1451.95,1414.48,-11.39,-8.02,13.93,2.53,0
1486.1,1440.41,-11.41,-8.04,13.96,2.53,3
1496.95,1452.09,-11.35,-7.99,13.88,2.53,3
1493.72,1439.88,-11.39,-8.03,13.94,2.53,0
1633.46,1556.61,-10.57,-9.14,13.98,2.43,4
1525.51,1465.63,-10.53,-9.11,13.92,2.43,0
1541.82,1479.73,-10.5,-9.08,13.88,2.43,0
1531,19864,-10.29,-9.41,13.94,2.4,2
1574.76,1510.29,-9.85,-9.95,14,2.35,0
0,0,-12.56,-5.92,13.88,2.7,1
1439.89,1407.63,-12.65,-5.96,13.98,2.7,0
1028,10277,-11.37,-8.01,13.91,2.53,2
0,0,-11.37,-8.01,13.91,2.53,1
1482.32,1431.84,-11.35,-8,13.88,2.53,0
2380,17019,-11.35,-8,13.88,2.53,2
1514.96,1456.5,-10.56,-9.13,13.96,2.43,0
1531.26,1470.6,-10.55,-9.13,13.95,2.43,0
1971.67,1695.66,-10.57,-9.14,13.97,2.43,4
1564.94,1500.38,-9.78,-9.88,13.9,2.35,0
1480.42,1522.45,-12.63,-5.96,13.97,2.7,4
1427.32,1401.7,-12.62,-5.95,13.95,2.7,0
1462.76,1425.33,-12.64,-5.96,13.97,2.7,3
1952,17017,-11.37,-8.01,13.9,2.53,2
1470.91,1423.81,-11.43,-8.06,13.99,2.53,0
1790.13,1792.94,-11.4,-8.03,13.94,2.53,4
1504.38,1447.39,-10.71,-9.01,13.99,2.44,0
1520.7,1461.47,-10.51,-9.09,13.9,2.43,0
1558.14,1496.55,-10.51,-9.09,13.9,2.43,3
1554.73,1490.9,-10.58,-9.15,13.98,2.43,0
1721.79,1523.49,-12.56,-5.92,13.89,2.7,4
1414.73,1395.77,-12.63,-5.95,13.96,2.7,0
0,0,-12.62,-5.95,13.95,2.7,1
220,17570,-12.6,-5.94,13.93,2.7,2
1459.51,1415.77,-11.4,-8.04,13.95,2.53,0
1496.73,1447.91,-11.42,-8.05,13.97,2.53,3
1492.97,1439.35,-11.41,-8.04,13.96,2.53,0
1510.16,1452.35,-10.52,-9.1,13.91,2.43,0
2400,13293,-10.5,-9.08,13.88,2.43,2
1544.19,1481.78,-10.56,-9.14,13.97,2.43,0
1409.53,1402.14,-13.21,-4.26,13.88,2.83,3
1402.16,1389.84,-12.56,-5.92,13.89,2.7,0
1563.45,1738.4,-12.61,-5.94,13.94,2.7,4
1866.78,1724.86,-12.64,-5.96,13.97,2.7,4
1448.04,1407.82,-11.76,-7.52,13.96,2.57,0
1634.33,1831.88,-11.39,-8.03,13.94,2.53,4
1481.56,1431.31,-11.4,-8.04,13.95,2.53,0
1499.19,1443.74,-11.37,-8.01,13.91,2.53,0
1537.02,1478.28,-10.52,-9.1,13.91,2.43,3
1533.62,1472.64,-10.57,-9.14,13.97,2.43,0
